Time,Frequency 3E2F4FD3 (Ch Cbca Bethesda Ndosho - laboratoire),Frequency C30F2E03 (Ch Cbca Bethesda Ndosho - clinique),Voltage 3E2F4FD3 (Ch Cbca Bethesda Ndosho - laboratoire),Voltage C30F2E03 (Ch Cbca Bethesda Ndosho - clinique),Generator_ON
8/26/24 0:00,50.2,50.1,207,226,FALSE
8/26/24 0:02,50,50,206,224,FALSE
8/26/24 0:04,50.1,50.1,207,224,FALSE
8/26/24 0:06,50,50,209,225,FALSE
8/26/24 0:08,50.2,50.1,208,226,FALSE
8/26/24 0:10,50.1,50,208,226,FALSE
8/26/24 0:12,50,50,209,228,FALSE
8/26/24 0:14,50.1,50.1,208,227,FALSE
8/26/24 0:16,50.1,50.1,209,227,FALSE
8/26/24 0:18,50.2,50.2,209,228,FALSE
8/26/24 0:20,50,50,207,226,FALSE
8/26/24 0:22,50.2,50.3,207,227,FALSE
8/26/24 0:24,50.2,50.2,209,228,FALSE
8/26/24 0:26,50,50,206,226,FALSE
8/26/24 0:28,50.2,50.2,207,227,FALSE
8/26/24 0:30,50.1,50.1,207,226,FALSE
8/26/24 0:32,50,50,206,226,FALSE
8/26/24 0:34,50.2,50.3,206,226,FALSE
8/26/24 0:36,50.3,50.3,208,227,FALSE
8/26/24 0:38,50.1,50.1,205,226,FALSE
8/26/24 0:40,50.2,50.2,207,226,FALSE
8/26/24 0:42,50.3,50.3,208,226,FALSE
8/26/24 0:44,50.4,50.5,209,227,FALSE
8/26/24 0:46,50.1,50.1,207,225,FALSE
8/26/24 0:48,50.2,50.3,209,226,FALSE
8/26/24 0:50,50.6,50.6,209,226,FALSE
8/26/24 0:52,50,49.9,208,226,FALSE
8/26/24 0:54,50,50,210,227,FALSE
8/26/24 0:56,50.1,50.1,210,227,FALSE
8/26/24 0:58,50.1,50.1,209,228,FALSE
8/26/24 1:00,50,50,210,228,FALSE
8/26/24 1:02,50.2,50.1,210,228,FALSE
8/26/24 1:04,50,50.1,208,227,FALSE
8/26/24 1:06,50.1,50.1,210,228,FALSE
8/26/24 1:08,50,50,209,228,FALSE
8/26/24 1:10,50.1,50.1,207,226,FALSE
8/26/24 1:12,50,50,208,227,FALSE
8/26/24 1:14,50.1,50.1,209,228,FALSE
8/26/24 1:16,50,50,208,226,FALSE
8/26/24 1:18,50.2,50.2,209,228,FALSE
8/26/24 1:20,50.1,50.1,211,228,FALSE
8/26/24 1:22,50.1,50.1,209,229,FALSE
8/26/24 1:24,50.3,50.4,209,228,FALSE
8/26/24 1:26,50.1,50,211,228,FALSE
8/26/24 1:28,50.1,50.1,207,227,FALSE
8/26/24 1:30,50.2,50.1,206,226,FALSE
8/26/24 1:32,50.2,50.2,209,226,FALSE
8/26/24 1:34,50.4,50.4,210,226,FALSE
8/26/24 1:36,50,50,209,225,FALSE
8/26/24 1:38,50.1,50.1,211,227,FALSE
8/26/24 1:40,50.1,50.1,210,226,FALSE
8/26/24 1:42,50.2,50.2,209,226,FALSE
8/26/24 1:44,50.1,50.1,211,228,FALSE
8/26/24 1:46,50.1,50.2,210,228,FALSE
8/26/24 1:48,50.2,50.2,209,228,FALSE
8/26/24 1:50,50.2,50.3,211,227,FALSE
8/26/24 1:52,50,50.1,211,230,FALSE
8/26/24 1:54,50.2,50.1,210,228,FALSE
8/26/24 1:56,50.3,50.2,213,229,FALSE
8/26/24 1:58,50.1,50.1,214,230,FALSE
8/26/24 2:00,50.2,50.2,210,228,FALSE
8/26/24 2:02,50.2,50.2,210,228,FALSE
8/26/24 2:04,50.3,50.2,211,227,FALSE
8/26/24 2:06,50.1,50.1,209,227,FALSE
8/26/24 2:08,50.2,50.2,210,228,FALSE
8/26/24 2:10,50.2,50.2,210,228,FALSE
8/26/24 2:12,50.1,50.1,209,227,FALSE
8/26/24 2:14,50.1,50.1,209,227,FALSE
8/26/24 2:16,50.3,50.2,210,227,FALSE
8/26/24 2:18,50.1,50.2,208,226,FALSE
8/26/24 2:20,50,50,209,226,FALSE
8/26/24 2:22,50.2,50.2,211,229,FALSE
8/26/24 2:24,50.2,50.3,211,230,FALSE
8/26/24 2:26,50.3,50.4,210,228,FALSE
8/26/24 2:28,50.3,50.3,213,230,FALSE
8/26/24 2:30,50.1,50.2,213,231,FALSE
8/26/24 2:32,50.1,50.1,209,229,FALSE
8/26/24 2:34,50.1,50.1,212,230,FALSE
8/26/24 2:36,50.2,50.3,214,232,FALSE
8/26/24 2:38,50.1,50.1,210,230,FALSE
8/26/24 2:40,50.2,50.2,213,230,FALSE
8/26/24 2:42,50.2,50.2,213,231,FALSE
8/26/24 2:44,50.1,50.1,211,229,FALSE
8/26/24 2:46,50.1,50.1,214,229,FALSE
8/26/24 2:48,50.1,50.1,211,230,FALSE
8/26/24 2:50,50.2,50.2,209,228,FALSE
8/26/24 2:52,50.1,50.1,211,228,FALSE
8/26/24 2:54,50.2,50.3,211,228,FALSE
8/26/24 2:56,50.1,50.1,210,228,FALSE
8/26/24 2:58,50.2,50.2,209,228,FALSE
8/26/24 3:00,50.2,50.2,212,230,FALSE
8/26/24 3:02,50.2,50.2,209,228,FALSE
8/26/24 3:04,50.2,50.2,209,228,FALSE
8/26/24 3:06,50.2,50.1,211,228,FALSE
8/26/24 3:08,50.3,50.2,209,229,FALSE
8/26/24 3:10,50.1,50.1,210,229,FALSE
8/26/24 3:12,50.2,50.2,211,228,FALSE
8/26/24 3:14,50.2,50.2,209,228,FALSE
8/26/24 3:16,50,50,210,228,FALSE
8/26/24 3:18,50.1,50.1,213,231,FALSE
8/26/24 3:20,50.2,50.2,213,231,FALSE
8/26/24 3:22,50.2,50.2,210,230,FALSE
8/26/24 3:24,50.1,50.1,212,229,FALSE
8/26/24 3:26,50.1,50.2,211,229,FALSE
8/26/24 3:28,50.2,50.2,211,231,FALSE
8/26/24 3:30,50.2,50.3,212,231,FALSE
8/26/24 3:32,50.2,50.2,211,230,FALSE
8/26/24 3:34,50.2,50.2,210,230,FALSE
8/26/24 3:36,50.2,50.2,212,230,FALSE
8/26/24 3:38,50.2,50.2,212,231,FALSE
8/26/24 3:40,50.2,50.2,209,228,FALSE
8/26/24 3:42,50.1,50.1,209,228,FALSE
8/26/24 3:44,50.2,50.2,211,229,FALSE
8/26/24 3:46,50.3,50.2,209,228,FALSE
8/26/24 3:48,50.3,50.2,209,228,FALSE
8/26/24 3:50,50.3,50.3,211,228,FALSE
8/26/24 3:52,50.2,50.2,209,228,FALSE
8/26/24 3:54,50.4,50.3,209,228,FALSE
8/26/24 3:56,50.1,50.1,212,230,FALSE
8/26/24 3:58,50.3,50.3,209,231,FALSE
8/26/24 4:00,50.2,50.2,209,230,FALSE
8/26/24 4:02,50.1,50.2,211,231,FALSE
8/26/24 4:04,50.1,50.2,211,231,FALSE
8/26/24 4:06,50.3,50.2,210,230,FALSE
8/26/24 4:08,50.2,50.3,212,231,FALSE
8/26/24 4:10,50.1,50.1,212,231,FALSE
8/26/24 4:12,50.2,50.2,211,231,FALSE
8/26/24 4:14,50.1,50.1,210,229,FALSE
8/26/24 4:16,50.3,50.3,211,230,FALSE
8/26/24 4:18,50.1,50,209,228,FALSE
8/26/24 4:20,50.2,50.2,212,229,FALSE
8/26/24 4:22,50.2,50.2,211,230,FALSE
8/26/24 4:24,50.1,50.1,209,228,FALSE
8/26/24 4:26,50.3,50.2,213,230,FALSE
8/26/24 4:28,50.1,50.1,212,230,FALSE
8/26/24 4:30,50.2,50.2,209,228,FALSE
8/26/24 4:32,50.2,50.2,209,228,FALSE
8/26/24 4:34,50.2,50.1,211,231,FALSE
8/26/24 4:36,50.3,50.3,211,230,FALSE
8/26/24 4:38,50.1,50.1,209,230,FALSE
8/26/24 4:40,50.2,50.2,210,230,FALSE
8/26/24 4:42,50.2,50.2,210,231,FALSE
8/26/24 4:44,50.1,50.1,209,231,FALSE
8/26/24 4:46,50.2,50.1,213,233,FALSE
8/26/24 4:48,50.2,50.2,210,231,FALSE
8/26/24 4:50,50.1,50.1,211,231,FALSE
8/26/24 4:52,50.2,50.2,213,232,FALSE
8/26/24 4:54,50.3,50.3,213,232,FALSE
8/26/24 4:56,50.2,50.2,209,230,FALSE
8/26/24 4:58,50,50.1,211,231,FALSE
8/26/24 5:00,50.1,50.1,211,231,FALSE
8/26/24 5:02,50,50,210,231,FALSE
8/26/24 5:04,50.2,50.2,213,232,FALSE
8/26/24 5:06,50.2,50.1,212,232,FALSE
8/26/24 5:08,50.1,50.1,211,231,FALSE
8/26/24 5:10,50,50,213,233,FALSE
8/26/24 5:12,50.1,50.1,212,233,FALSE
8/26/24 5:14,50.1,50.1,210,232,FALSE
8/26/24 5:16,50.1,50.1,211,233,FALSE
8/26/24 5:18,50.1,50.2,212,234,FALSE
8/26/24 5:20,50.1,50.1,211,233,FALSE
8/26/24 5:22,50.1,50.2,214,234,FALSE
8/26/24 5:24,50,50,213,233,FALSE
8/26/24 5:26,50.1,50.1,210,231,FALSE
8/26/24 5:28,50.1,50,211,231,FALSE
8/26/24 5:30,50,50,212,233,FALSE
8/26/24 5:32,50.1,50.1,210,232,FALSE
8/26/24 5:34,50,50,210,231,FALSE
8/26/24 5:36,50,50,211,232,FALSE
8/26/24 5:38,50,50,209,231,FALSE
8/26/24 5:40,50,50,210,231,FALSE
8/26/24 5:42,50,50,211,233,FALSE
8/26/24 5:44,50,50.1,211,233,FALSE
8/26/24 5:46,49.9,49.9,210,232,FALSE
8/26/24 5:48,50,50,209,233,FALSE
8/26/24 5:50,50.2,50.1,211,233,FALSE
8/26/24 5:52,50,50.1,209,233,FALSE
8/26/24 5:54,49.8,49.8,209,229,FALSE
8/26/24 5:56,49.9,49.9,209,230,FALSE
8/26/24 5:58,49.9,49.9,209,232,FALSE
8/26/24 6:00,50,49.9,209,231,FALSE
8/26/24 6:02,49.9,50,209,229,FALSE
